,Brand,Model,Price,Date
1284,LG,Q6+,400,2020-09-13 00:00:00
1285,LG,LG G7 THINQ (4GB+64GB),2500,2020-09-13 00:00:00
1286,LG,LG G7+ THINQ (6GB+128GB),3000,2020-09-13 00:00:00
1287,LG,V10,100,2020-09-13 00:00:00
1288,LG,V20,350,2020-09-13 00:00:00
1289,LG,V30,550,2020-09-13 00:00:00
1290,LG,V30+,700,2020-09-13 00:00:00
1291,Sony,XPERIA Z2 (C6503),150,2020-09-13 00:00:00
1292,Sony,XPERIA XZ2 Premium (H8166),3600,2020-09-13 00:00:00
1293,Sony,XPERIA Z3 (D6653),250,2020-09-13 00:00:00
1294,Sony,XPERIA Z3 Compact (D5833),250,2020-09-13 00:00:00
1295,Sony,XPERIA Z3+ (E6553 / E6533),250,2020-09-13 00:00:00
1296,Sony,XPERIA Z3+ DUAL,250,2020-09-13 00:00:00
1297,Sony,XPERIA Z5 (E6653),550,2020-09-13 00:00:00
1298,Sony,XPERIA Z5 Dual (E6683),480,2020-09-13 00:00:00
1299,Sony,XPERIA Z5 Compact (E5823),350,2020-09-13 00:00:00
1300,Sony,XPERIA Z5 Premium (E6853),550,2020-09-13 00:00:00
1301,Sony,XPERIA Z5 Premium DUAL,500,2020-09-13 00:00:00
1302,Sony,XPERIA XZ Premium,850,2020-09-13 00:00:00
1303,Sony,XPERIA XA1 ULTRA,600,2020-09-13 00:00:00
1304,Sony,XPERIA XA1,350,2020-09-13 00:00:00
1305,Sony,XPERIA XZ1,1700,2020-09-13 00:00:00
1306,Sony,XPERIA XZ2 (H8296) BLACK,2600,2020-09-13 00:00:00
1307,Sony,XPERIA XZ1 COMPACT,1500,2020-09-13 00:00:00
1308,Sony,XPERIA XZ2 COMPACT (H8324),2300,2020-09-13 00:00:00
1309,Sony,XPERIA XZs,1000,2020-09-13 00:00:00
1310,Sony,SONY XPERIA XA2 ULTRA (H4233),1000,2020-09-13 00:00:00
1311,Apple,iPad air wifi16GB (3G+HK$150),500,2020-09-13 00:00:00
1312,Apple,iPad air wifi32GB (3G+HK$150),650,2020-09-13 00:00:00
1313,Apple,iPad air wifi64GB (3G+HK$150),700,2020-09-13 00:00:00
1314,Apple,iPad air2 wifi 16GB (4G+HK$200),700,2020-09-13 00:00:00
1315,Apple,iPad air2 wifi 64GB (4G+HK$200),900,2020-09-13 00:00:00
1316,Apple,iPad air2 wifi 128GB (4G+HK$200),1000,2020-09-13 00:00:00
1317,Apple,iPad air3 wifi 64GB (4G+HK$300),2200,2020-09-13 00:00:00
1318,Apple,iPad air3 wifi 256GB (4G+HK$300),2800,2020-09-13 00:00:00
1319,Apple,iPad 7（2019） wifi32GB (3G+HK$300),1700,2020-09-13 00:00:00
1320,Apple,iPad 7（2019） wifi128GB (3G+HK$300),2200,2020-09-13 00:00:00
1321,Apple,iPad 6（2018） wifi32GB (3G+HK$300),1200,2020-09-13 00:00:00
1322,Apple,iPad 6（2018） wifi128GB (3G+HK$300),1350,2020-09-13 00:00:00
1323,Apple,iPad 5（2017） wifi32GB (3G+HK$200),1000,2020-09-13 00:00:00
1324,Apple,iPad 5（2017） wifi128GB (3G+HK$200),1200,2020-09-13 00:00:00
1325,Apple,iPad mini 1 wifi16GB (3G+HK$50),150,2020-09-13 00:00:00
1326,Apple,iPad mini 1 wifi32GB (3G+HK$50),200,2020-09-13 00:00:00
1327,Apple,iPad mini 1 wifi64GB (3G+HK$50),250,2020-09-13 00:00:00
1328,Apple,iPad mini2 wifi16GB (3G+HK$50),400,2020-09-13 00:00:00
1329,Apple,iPad mini2 wifi32GB (3G+HK$50),500,2020-09-13 00:00:00
1330,Apple,iPad mini2 wifi64GB (3G+HK$50),600,2020-09-13 00:00:00
1331,Apple,iPad mini2 wifi128GB (3G+HK$50),650,2020-09-13 00:00:00
1332,Apple,iPad mini3 wifi16GB (4G+HK$150),600,2020-09-13 00:00:00
1333,Apple,iPad mini3 wifi64GB (4G+HK$150),700,2020-09-13 00:00:00
1334,Apple,iPad mini3 wifi128GB (4G+HK$150),850,2020-09-13 00:00:00
1335,Apple,iPad mini4 wifi16GB (4G+HK$200),800,2020-09-13 00:00:00
1336,Apple,iPad mini4 wifi64GB (4G+HK$300),1100,2020-09-13 00:00:00
1337,Apple,iPad mini4 wifi128GB (4G+HK$300),1300,2020-09-13 00:00:00
1338,Apple,iPad pro （1） 9.7inch wifi 32GB (4G+HK$250),1400,2020-09-13 00:00:00
1339,Apple,iPad pro （1） 9.7inch wifi 128GB (4G+HK$250),1700,2020-09-13 00:00:00
1340,Apple,iPad pro （1） 9.7inch wifi 256GB (4G+HK$250),1800,2020-09-13 00:00:00
1341,Apple,iPad pro （1） 12.9inch wifi 32GB (4G+HK$300),1800,2020-09-13 00:00:00
1342,Apple,iPad pro （1） 12.9inch wifi 128GB (4G+HK$300),2200,2020-09-13 00:00:00
1343,Apple,iPad pro （1） 12.9inch wifi 256GB (4G+HK$300),2600,2020-09-13 00:00:00
1344,Apple,iPad pro （2） 10.5inch wifi 64GB (4G+HK$300),2100,2020-09-13 00:00:00
1345,Apple,iPad pro （2） 10.5inch wifi 256GB (4G+HK$300),2550,2020-09-13 00:00:00
1346,Apple,iPad pro （2） 10.5inch wifi 512GB (4G+HK$300),2800,2020-09-13 00:00:00
1347,Apple,iPad pro （2） 12.9inch wifi 64GB (4G+HK$350),2500,2020-09-13 00:00:00
1348,Apple,iPad pro （2） 12.9inch wifi 256GB (4G+HK$350),2900,2020-09-13 00:00:00
1349,Apple,iPad pro （2） 12.9inch wifi 512GB (4G+HK$350),3300,2020-09-13 00:00:00
1350,Samsung,Galaxy Tab S 8.4 (T700 - wifi),500,2020-09-13 00:00:00
1351,Samsung,Galaxy Tab S 8.4 (T705 - 4G),600,2020-09-13 00:00:00
1352,Xiaomi,Xiaomi REDMI Note 4 (64GB),150,2020-09-13 00:00:00
1353,Xiaomi,Xiaomi REDMI Note 4X (64GB),200,2020-09-13 00:00:00
1354,Xiaomi,Xiaomi REDMI Note 4X (32GB),150,2020-09-13 00:00:00
1355,Xiaomi,Xiaomi REDMI 4X (32GB),100,2020-09-13 00:00:00
1356,Xiaomi,Xiaomi MI 6,500,2020-09-13 00:00:00
1357,Xiaomi,Xiaomi MI MAX 2,300,2020-09-13 00:00:00
1358,Xiaomi,Xiaomi MI MIX 2 (6GB),1300,2020-09-13 00:00:00
1359,Xiaomi,Xiaomi MI A1,450,2020-09-13 00:00:00
1360,Xiaomi,Xiaomi REDMI 5,300,2020-09-13 00:00:00
1361,Xiaomi,Xiaomi REDMI 5 PLUS,350,2020-09-13 00:00:00
1362,Xiaomi,Xiaomi REDMI Note 5 (4GB),400,2020-09-13 00:00:00
1363,Xiaomi,Xiaomi REDMI Note 5 (6GB),400,2020-09-13 00:00:00
1364,Xiaomi,Xiaomi REDMI 6 (3GB),450,2020-09-13 00:00:00
1365,Xiaomi,Xiaomi REDMI 6 (4GB),450,2020-09-13 00:00:00
1366,APPLE,iPhone 5 16GB/32GB/64GB ,50,2020-10-10 00:00:00
1367,APPLE,iPhone 5s 16GB,100,2020-10-10 00:00:00
1368,APPLE,iPhone 5s 32GB 64GB ,100,2020-10-10 00:00:00
1369,APPLE,iPhone 5c 16GB ,100,2020-10-10 00:00:00
1370,APPLE,iPhone 5c 32GB,100,2020-10-10 00:00:00
1371,APPLE,iPhone SE 32GB,400,2020-10-10 00:00:00
1372,APPLE,iPhone SE 64GB,500,2020-10-10 00:00:00
1373,APPLE,iPhone 6 16GB ,250,2020-10-10 00:00:00
1374,APPLE,iPhone 6 64GB ,350,2020-10-10 00:00:00
1375,APPLE,iPhone 6 128GB,350,2020-10-10 00:00:00
1376,APPLE,iPhone 6 PLUS 16GB ,400,2020-10-10 00:00:00
1377,APPLE,iPhone 6 PLUS 64GB,500,2020-10-10 00:00:00
1378,APPLE,iPhone 6 PLUS 128GB,600,2020-10-10 00:00:00
1379,APPLE,iPhone 6s 16GB ,350,2020-10-10 00:00:00
1380,APPLE,iPhone 6s 32GB,400,2020-10-10 00:00:00
1381,APPLE,iPhone 6s 64GB,500,2020-10-10 00:00:00
1382,APPLE,iPhone 6s 128GB,600,2020-10-10 00:00:00
1383,APPLE,iPhone 6s PLUS 16GB,450,2020-10-10 00:00:00
1384,APPLE,iPhone 6s PLUS 32GB,600,2020-10-10 00:00:00
1385,APPLE,iPhone 6s PLUS 64GB,750,2020-10-10 00:00:00
1386,APPLE,iPhone 6s PLUS 128GB,850,2020-10-10 00:00:00
1387,APPLE,iPhone 7 32GB,600,2020-10-10 00:00:00
1388,APPLE,iPhone 7 128GB ,800,2020-10-10 00:00:00
1389,APPLE,iPhone 7 256GB ,900,2020-10-10 00:00:00
1390,APPLE,iPhone 7 PLUS 32GB ,1000,2020-10-10 00:00:00
1391,APPLE,iPhone 7 PLUS 128GB ,1300,2020-10-10 00:00:00
1392,APPLE,iPhone 7 PLUS 256GB ,1400,2020-10-10 00:00:00
1393,APPLE,iPhone 8 64GB ,1150,2020-10-10 00:00:00
1394,APPLE,iPhone 8 256GB ,1550,2020-10-10 00:00:00
1395,APPLE,iPhone 8 PLUS 64GB ,1800,2020-10-10 00:00:00
1396,APPLE,iPhone 8 PLUS 256GB ,2250,2020-10-10 00:00:00
1397,APPLE,iPhone X 64GB ,2300,2020-10-10 00:00:00
1398,APPLE,iPhone X 256GB ,2800,2020-10-10 00:00:00
1399,APPLE,iPhone XS 64GB ,2700,2020-10-10 00:00:00
1400,APPLE,iPhone XS 256GB ,3200,2020-10-10 00:00:00
1401,APPLE,iPhone XS 512GB ,3400,2020-10-10 00:00:00
1402,APPLE,iPhone XS MAX 64GB ,3400,2020-10-10 00:00:00
1403,APPLE,iPhone XS MAX 256GB ,4000,2020-10-10 00:00:00
1404,APPLE,iPhone XS MAX 512GB ,4150,2020-10-10 00:00:00
1405,APPLE,iPhone 11 64GB,3400,2020-10-10 00:00:00
1406,APPLE,iPhone 11 128GB,3900,2020-10-10 00:00:00
1407,APPLE,iPhone 11 256GB,4100,2020-10-10 00:00:00
1408,APPLE,iPhone 11 pro 64GB,5200,2020-10-10 00:00:00
1409,APPLE,iPhone 11 pro 256GB,5700,2020-10-10 00:00:00
1410,APPLE,iPhone 11 pro 512GB,5900,2020-10-10 00:00:00
1411,APPLE,iPhone 11 pro max 64GB,5500,2020-10-10 00:00:00
1412,APPLE,iPhone 11 pro max 256GB,6400,2020-10-10 00:00:00
1413,APPLE,iPhone 11 pro max 512GB,6700,2020-10-10 00:00:00
1414,Samsung,Galaxy A5 (A5000),200,2020-10-10 00:00:00
1415,Samsung,Galaxy A7 (A700YD),300,2020-10-10 00:00:00
1416,Samsung,Galaxy A8,400,2020-10-10 00:00:00
1417,Samsung,Galaxy A8+ (A730),500,2020-10-10 00:00:00
1418,Samsung,Galaxy A8 Star (G8850),500,2020-10-10 00:00:00
1419,Samsung,Galaxy A9,500,2020-10-10 00:00:00
1420,Samsung,Galaxy C5 32GB,200,2020-10-10 00:00:00
1421,Samsung,Galaxy C5 64GB,250,2020-10-10 00:00:00
1422,Samsung,Galaxy C5 Pro 64GB,200,2020-10-10 00:00:00
1423,Samsung,Galaxy C7 32GB,300,2020-10-10 00:00:00
1424,Samsung,Galaxy C7 64GB,300,2020-10-10 00:00:00
1425,Samsung,Galaxy C7 Pro 64GB,350,2020-10-10 00:00:00
1426,Samsung,Galaxy C9 Pro 64GB,450,2020-10-10 00:00:00
1427,Samsung,Galaxy Note 3 (N900),100,2020-10-10 00:00:00
1428,Samsung,Galaxy Note 3 LTE (N9005),150,2020-10-10 00:00:00
1429,Samsung,Galaxy Note 3 NEO LTE (N7505),100,2020-10-10 00:00:00
1430,Samsung,Galaxy Note 4 (N910U),300,2020-10-10 00:00:00
1431,Samsung,Galaxy Note 4 Dual SIM(N9100),300,2020-10-10 00:00:00
1432,Samsung,Galaxy Note 5 (N9200),550,2020-10-10 00:00:00
1433,Samsung,Galaxy Note 8 (64GB),1300,2020-10-10 00:00:00
1434,Samsung,Galaxy Note 8 (128GB),1400,2020-10-10 00:00:00
1435,Samsung,Galaxy Note 8 (256GB),1450,2020-10-10 00:00:00
1436,Samsung,Galaxy Note 9 回收(128GB),1500,2020-10-10 00:00:00
1437,Samsung,Galaxy Note 9 (512GB),2100,2020-10-10 00:00:00
1438,Samsung,Galaxy Note 10 (256GB) 4G版,2800,2020-10-10 00:00:00
1439,Samsung,Galaxy Note 10 (512GB) 5G版,3800,2020-10-10 00:00:00
1440,Samsung,Galaxy S5 (G900),100,2020-10-10 00:00:00
1441,Samsung,Galaxy S6 (G9200),200,2020-10-10 00:00:00
1442,Samsung,Galaxy S6 EDGE (G9250) ,300,2020-10-10 00:00:00
1443,Samsung,Galaxy S6 EDGE PLUS (G9287) ,350,2020-10-10 00:00:00
1444,Samsung,Galaxy S7 (G930F),350,2020-10-10 00:00:00
1445,Samsung,Galaxy S7 EDGE (G9350) ,450,2020-10-10 00:00:00
1446,Samsung,Galaxy S8,700,2020-10-10 00:00:00
1447,Samsung,Galaxy S8+ - 64GB,800,2020-10-10 00:00:00
1448,Samsung,Galaxy S8+ - 128GB,950,2020-10-10 00:00:00
1449,Samsung,Galaxy S9 (64GB),1000,2020-10-10 00:00:00
1450,Samsung,Galaxy S9+ (64GB),1200,2020-10-10 00:00:00
1451,Samsung,Galaxy S9+ (128GB),1300,2020-10-10 00:00:00
1452,Samsung,Galaxy S9+ (256GB),1500,2020-10-10 00:00:00
1453,Samsung,Galaxy S10 回收價(128GB),1950,2020-10-10 00:00:00
1454,Samsung,Galaxy S10 (512GB),2350,2020-10-10 00:00:00
1455,Samsung,Galaxy S10e 回收價(128GB),1800,2020-10-10 00:00:00
1456,Samsung,Galaxy S10+ (1T),3300,2020-10-10 00:00:00
1457,Samsung,Galaxy S10+ 二手 回收價 (512GB),2900,2020-10-10 00:00:00
1458,Samsung,Galaxy S10+ (128GB),2400,2020-10-10 00:00:00
1459,Samsung,Galaxy C8,300,2020-10-10 00:00:00
1460,Samsung,Galaxy J5,100,2020-10-10 00:00:00
1461,Samsung,Galaxy J6,100,2020-10-10 00:00:00
1462,Samsung,Galaxy J7,150,2020-10-10 00:00:00
1463,Samsung,Galaxy J5 Prime,100,2020-10-10 00:00:00
1464,Samsung,Galaxy J7 Prime,150,2020-10-10 00:00:00
1465,Huawei,mate8 32GB,200,2020-10-10 00:00:00
1466,Huawei,mate8 64GB,200,2020-10-10 00:00:00
1467,Huawei,mate9 4+32GB,300,2020-10-10 00:00:00
1468,Huawei,mate9 4+64GB,300,2020-10-10 00:00:00
1469,Huawei,mate9 6+128GB,300,2020-10-10 00:00:00
1470,Huawei,mate9 Pro 4+64GB,400,2020-10-10 00:00:00
1471,Huawei,mate9 Pro 6+128GB,500,2020-10-10 00:00:00
1472,Huawei      ,mate10 4+64GB ,600,2020-10-10 00:00:00
1473,Huawei,mate10 6+128GB,700,2020-10-10 00:00:00
1474,Huawei,mate10 PRO 6+64GB,800,2020-10-10 00:00:00
1475,Huawei      ,mate10 PRO 6+128GB ,900,2020-10-10 00:00:00
1476,Huawei      ,mate20 6+64GB ,1200,2020-10-10 00:00:00
1477,Huawei,mate20 6+128GB,1400,2020-10-10 00:00:00
1478,Huawei      ,mate20X 6+128GB ,2100,2020-10-10 00:00:00
1479,Huawei,mate20X 8+256GB,2400,2020-10-10 00:00:00
1480,Huawei,mate20 pro 6+128GB,1700,2020-10-10 00:00:00
1481,Huawei,mate20 pro 8+128GB,2000,2020-10-10 00:00:00
1482,Huawei,mate20 pro 8+256GB ,2200,2020-10-10 00:00:00
1483,Huawei,mate30 pro 回收價8+128GB 4G版,3200,2020-10-10 00:00:00
1484,Huawei,mate30 pro 8+256GB 4G版,3350,2020-10-10 00:00:00
1485,Huawei,mate30 pro 8+128GB 5G版,3900,2020-10-10 00:00:00
1486,Huawei,mate30 pro 8+256GB 5G版,4100,2020-10-10 00:00:00
1487,Huawei,mate30  6+128GB 4G版,2000,2020-10-10 00:00:00
1488,Huawei,mate30  8+128GB 4G版,2200,2020-10-10 00:00:00
1489,Huawei,mate30  6+128GB 5G版,2900,2020-10-10 00:00:00
1490,Huawei,mate30  8+128GB 5G版,3200,2020-10-10 00:00:00
1491,Huawei      ,P9 32GB ,250,2020-10-10 00:00:00
1492,Huawei      ,P9 64GB ,300,2020-10-10 00:00:00
1493,Huawei,P9 plus 4+64GB,350,2020-10-10 00:00:00
1494,Huawei,P9 plus 4+128GB,400,2020-10-10 00:00:00
1495,Huawei      ,P10 4+64GB ,400,2020-10-10 00:00:00
1496,Huawei,P10 4+128GB,500,2020-10-10 00:00:00
1497,Huawei      ,P10 Plus 6+128GB ,500,2020-10-10 00:00:00
1498,Huawei,P10 Plus 6+256GB,550,2020-10-10 00:00:00
1499,Huawei      ,P20 6+64GB ,850,2020-10-10 00:00:00
1500,Huawei      ,P20 6+128GB ,950,2020-10-10 00:00:00
1501,Huawei      ,P20 PRO 6+64GB ,950,2020-10-10 00:00:00
1502,Huawei,P20 PRO 6+128GB,1000,2020-10-10 00:00:00
1503,Huawei,P20 PRO 6+256GB,1150,2020-10-10 00:00:00
1504,Huawei,P20 PRO 8+128GB,1100,2020-10-10 00:00:00
1505,Huawei,P30 6+128GB,1600,2020-10-10 00:00:00
1506,Huawei,P30 8+128GB,1650,2020-10-10 00:00:00
1507,Huawei,P30 8+256GB,1900,2020-10-10 00:00:00
1508,Huawei,P30 pro 8+128GB,2200,2020-10-10 00:00:00
1509,Huawei,P30 pro 8+256GB,2450,2020-10-10 00:00:00
1510,Huawei,P30 pro 8+512GB,2600,2020-10-10 00:00:00
1511,Huawei      ,NOVA 2 Plus ,600,2020-10-10 00:00:00
1512,Huawei      ,NOVA 2I ,500,2020-10-10 00:00:00
1513,Huawei      ,Huawei MEDIA PAD M3 LITE 8 INCH LTE ,500,2020-10-10 00:00:00
1514,Huawei      ,Huawei MEDIA PAD M5 8.4 INCH LTE ,900,2020-10-10 00:00:00
1515,HTC,M9,400,2020-10-10 00:00:00
1516,HTC,M9+,500,2020-10-10 00:00:00
1517,HTC,HTC U11,1400,2020-10-10 00:00:00
1518,HTC,HTC U11+,1700,2020-10-10 00:00:00
1519,HTC,HTC U ULTRA,800,2020-10-10 00:00:00
1520,HTC,HTC U PLAY,500,2020-10-10 00:00:00
1521,HTC,HTC U 11 EYES,1000,2020-10-10 00:00:00
1522,HTC,HTC DESIRE 12+ (32GB),700,2020-10-10 00:00:00
1523,HTC,HTC U12+,2600,2020-10-10 00:00:00
1524,LG,G5 (H860N),250,2020-10-10 00:00:00
1525,LG,G6 (H870DS),500,2020-10-10 00:00:00
1526,LG,G6+ (H870DSU),550,2020-10-10 00:00:00
1527,LG,Q6+,400,2020-10-10 00:00:00
1528,LG,LG G7 THINQ (4GB+64GB),2500,2020-10-10 00:00:00
1529,LG,LG G7+ THINQ (6GB+128GB),3000,2020-10-10 00:00:00
1530,LG,V10,100,2020-10-10 00:00:00
1531,LG,V20,350,2020-10-10 00:00:00
1532,LG,V30,550,2020-10-10 00:00:00
1533,LG,V30+,700,2020-10-10 00:00:00
1534,Sony,XPERIA Z2 (C6503),150,2020-10-10 00:00:00
1535,Sony,XPERIA XZ2 Premium (H8166),3600,2020-10-10 00:00:00
1536,Sony,XPERIA Z3 (D6653),250,2020-10-10 00:00:00
1537,Sony,XPERIA Z3 Compact (D5833),250,2020-10-10 00:00:00
1538,Sony,XPERIA Z3+ (E6553 / E6533),250,2020-10-10 00:00:00
1539,Sony,XPERIA Z3+ DUAL,250,2020-10-10 00:00:00
1540,Sony,XPERIA Z5 (E6653),550,2020-10-10 00:00:00
1541,Sony,XPERIA Z5 Dual (E6683),480,2020-10-10 00:00:00
1542,Sony,XPERIA Z5 Compact (E5823),350,2020-10-10 00:00:00
1543,Sony,XPERIA Z5 Premium (E6853),550,2020-10-10 00:00:00
1544,Sony,XPERIA Z5 Premium DUAL,500,2020-10-10 00:00:00
1545,Sony,XPERIA XZ Premium,850,2020-10-10 00:00:00
1546,Sony,XPERIA XA1 ULTRA,600,2020-10-10 00:00:00
1547,Sony,XPERIA XA1,350,2020-10-10 00:00:00
1548,Sony,XPERIA XZ1,1700,2020-10-10 00:00:00
1549,Sony,XPERIA XZ2 (H8296) BLACK,2600,2020-10-10 00:00:00
1550,Sony,XPERIA XZ1 COMPACT,1500,2020-10-10 00:00:00
1551,Sony,XPERIA XZ2 COMPACT (H8324),2300,2020-10-10 00:00:00
1552,Sony,XPERIA XZs,1000,2020-10-10 00:00:00
1553,Sony,SONY XPERIA XA2 ULTRA (H4233),1000,2020-10-10 00:00:00
1554,Apple,iPad air wifi16GB (3G+HK$150),500,2020-10-10 00:00:00
1555,Apple,iPad air wifi32GB (3G+HK$150),650,2020-10-10 00:00:00
1556,Apple,iPad air wifi64GB (3G+HK$150),700,2020-10-10 00:00:00
1557,Apple,iPad air2 wifi 16GB (4G+HK$200),700,2020-10-10 00:00:00
1558,Apple,iPad air2 wifi 64GB (4G+HK$200),900,2020-10-10 00:00:00
1559,Apple,iPad air2 wifi 128GB (4G+HK$200),1000,2020-10-10 00:00:00
1560,Apple,iPad air3 wifi 64GB (4G+HK$300),2200,2020-10-10 00:00:00
1561,Apple,iPad air3 wifi 256GB (4G+HK$300),2800,2020-10-10 00:00:00
1562,Apple,iPad 7（2019） wifi32GB (3G+HK$300),1700,2020-10-10 00:00:00
1563,Apple,iPad 7（2019） wifi128GB (3G+HK$300),2200,2020-10-10 00:00:00
1564,Apple,iPad 6（2018） wifi32GB (3G+HK$300),1200,2020-10-10 00:00:00
1565,Apple,iPad 6（2018） wifi128GB (3G+HK$300),1350,2020-10-10 00:00:00
1566,Apple,iPad 5（2017） wifi32GB (3G+HK$200),1000,2020-10-10 00:00:00
1567,Apple,iPad 5（2017） wifi128GB (3G+HK$200),1200,2020-10-10 00:00:00
1568,Apple,iPad mini 1 wifi16GB (3G+HK$50),150,2020-10-10 00:00:00
1569,Apple,iPad mini 1 wifi32GB (3G+HK$50),200,2020-10-10 00:00:00
1570,Apple,iPad mini 1 wifi64GB (3G+HK$50),250,2020-10-10 00:00:00
1571,Apple,iPad mini2 wifi16GB (3G+HK$50),400,2020-10-10 00:00:00
1572,Apple,iPad mini2 wifi32GB (3G+HK$50),500,2020-10-10 00:00:00
1573,Apple,iPad mini2 wifi64GB (3G+HK$50),600,2020-10-10 00:00:00
1574,Apple,iPad mini2 wifi128GB (3G+HK$50),650,2020-10-10 00:00:00
1575,Apple,iPad mini3 wifi16GB (4G+HK$150),600,2020-10-10 00:00:00
1576,Apple,iPad mini3 wifi64GB (4G+HK$150),700,2020-10-10 00:00:00
1577,Apple,iPad mini3 wifi128GB (4G+HK$150),850,2020-10-10 00:00:00
1578,Apple,iPad mini4 wifi16GB (4G+HK$200),800,2020-10-10 00:00:00
1579,Apple,iPad mini4 wifi64GB (4G+HK$300),1100,2020-10-10 00:00:00
1580,Apple,iPad mini4 wifi128GB (4G+HK$300),1300,2020-10-10 00:00:00
1581,Apple,iPad pro （1） 9.7inch wifi 32GB (4G+HK$250),1400,2020-10-10 00:00:00
1582,Apple,iPad pro （1） 9.7inch wifi 128GB (4G+HK$250),1700,2020-10-10 00:00:00
1583,Apple,iPad pro （1） 9.7inch wifi 256GB (4G+HK$250),1800,2020-10-10 00:00:00
1584,Apple,iPad pro （1） 12.9inch wifi 32GB (4G+HK$300),1800,2020-10-10 00:00:00
1585,Apple,iPad pro （1） 12.9inch wifi 128GB (4G+HK$300),2200,2020-10-10 00:00:00
1586,Apple,iPad pro （1） 12.9inch wifi 256GB (4G+HK$300),2600,2020-10-10 00:00:00
1587,Apple,iPad pro （2） 10.5inch wifi 64GB (4G+HK$300),2100,2020-10-10 00:00:00
1588,Apple,iPad pro （2） 10.5inch wifi 256GB (4G+HK$300),2550,2020-10-10 00:00:00
1589,Apple,iPad pro （2） 10.5inch wifi 512GB (4G+HK$300),2800,2020-10-10 00:00:00
1590,Apple,iPad pro （2） 12.9inch wifi 64GB (4G+HK$350),2500,2020-10-10 00:00:00
1591,Apple,iPad pro （2） 12.9inch wifi 256GB (4G+HK$350),2900,2020-10-10 00:00:00
1592,Apple,iPad pro （2） 12.9inch wifi 512GB (4G+HK$350),3300,2020-10-10 00:00:00
1593,Samsung,Galaxy Tab S 8.4 (T700 - wifi),500,2020-10-10 00:00:00
1594,Samsung,Galaxy Tab S 8.4 (T705 - 4G),600,2020-10-10 00:00:00
1595,Xiaomi,Xiaomi REDMI Note 4 (64GB),150,2020-10-10 00:00:00
1596,Xiaomi,Xiaomi REDMI Note 4X (64GB),200,2020-10-10 00:00:00
1597,Xiaomi,Xiaomi REDMI Note 4X (32GB),150,2020-10-10 00:00:00
1598,Xiaomi,Xiaomi REDMI 4X (32GB),100,2020-10-10 00:00:00
1599,Xiaomi,Xiaomi MI 6,500,2020-10-10 00:00:00
1600,Xiaomi,Xiaomi MI MAX 2,300,2020-10-10 00:00:00
1601,Xiaomi,Xiaomi MI MIX 2 (6GB),1300,2020-10-10 00:00:00
1602,Xiaomi,Xiaomi MI A1,450,2020-10-10 00:00:00
1603,Xiaomi,Xiaomi REDMI 5,300,2020-10-10 00:00:00
1604,Xiaomi,Xiaomi REDMI 5 PLUS,350,2020-10-10 00:00:00
1605,Xiaomi,Xiaomi REDMI Note 5 (4GB),400,2020-10-10 00:00:00
1606,Xiaomi,Xiaomi REDMI Note 5 (6GB),400,2020-10-10 00:00:00
1607,Xiaomi,Xiaomi REDMI 6 (3GB),450,2020-10-10 00:00:00
1608,Xiaomi,Xiaomi REDMI 6 (4GB),450,2020-10-10 00:00:00
1609,APPLE,iPhone 5 16GB/32GB/64GB ,50,2020-11-02 00:00:00
1610,APPLE,iPhone 5s 16GB,100,2020-11-02 00:00:00
1611,APPLE,iPhone 5s 32GB 64GB ,100,2020-11-02 00:00:00
1612,APPLE,iPhone 5c 16GB ,100,2020-11-02 00:00:00
1613,APPLE,iPhone 5c 32GB,100,2020-11-02 00:00:00
1614,APPLE,iPhone SE 32GB,400,2020-11-02 00:00:00
1615,APPLE,iPhone SE 64GB,500,2020-11-02 00:00:00
1616,APPLE,iPhone 6 16GB ,250,2020-11-02 00:00:00
1617,APPLE,iPhone 6 64GB ,350,2020-11-02 00:00:00
1618,APPLE,iPhone 6 128GB,350,2020-11-02 00:00:00
1619,APPLE,iPhone 6 PLUS 16GB ,400,2020-11-02 00:00:00
1620,APPLE,iPhone 6 PLUS 64GB,500,2020-11-02 00:00:00
1621,APPLE,iPhone 6 PLUS 128GB,600,2020-11-02 00:00:00
1622,APPLE,iPhone 6s 16GB ,350,2020-11-02 00:00:00
1623,APPLE,iPhone 6s 32GB,400,2020-11-02 00:00:00
1624,APPLE,iPhone 6s 64GB,500,2020-11-02 00:00:00
1625,APPLE,iPhone 6s 128GB,600,2020-11-02 00:00:00
1626,APPLE,iPhone 6s PLUS 16GB,450,2020-11-02 00:00:00
1627,APPLE,iPhone 6s PLUS 32GB,600,2020-11-02 00:00:00
1628,APPLE,iPhone 6s PLUS 64GB,750,2020-11-02 00:00:00
1629,APPLE,iPhone 6s PLUS 128GB,850,2020-11-02 00:00:00
1630,APPLE,iPhone 7 32GB,600,2020-11-02 00:00:00
1631,APPLE,iPhone 7 128GB ,800,2020-11-02 00:00:00
1632,APPLE,iPhone 7 256GB ,900,2020-11-02 00:00:00
1633,APPLE,iPhone 7 PLUS 32GB ,1000,2020-11-02 00:00:00
1634,APPLE,iPhone 7 PLUS 128GB ,1300,2020-11-02 00:00:00
1635,APPLE,iPhone 7 PLUS 256GB ,1400,2020-11-02 00:00:00
1636,APPLE,iPhone 8 64GB ,1100,2020-11-02 00:00:00
1637,APPLE,iPhone 8 256GB ,1450,2020-11-02 00:00:00
